i	S	V
101003	2.5260595347731384e-6	0
101323	2.5340590909053262e-6	0
101603	2.5410587336330223e-6	0
101883	2.548058863011027e-6	0
102083	2.553058643996558e-6	0
102163	2.5550596312026637e-6	0
102443	2.562059582875009e-6	0
102563	2.5650584306435955e-6	0
102723	2.5690597095301147e-6	0
102843	2.572059191094069e-6	0
103043	2.5770601502347572e-6	0
103123	2.5790594310832052e-6	0
103203	2.5810596967272664e-6	0
103483	2.5880592553323782e-6	0
103563	2.5900589174273535e-6	0
103843	2.597059244162291e-6	0
104003	2.6010595413709103e-6	0
104123	2.6040594578135446e-6	0
104283	2.60805839726364e-6	0
104403	2.611059388828778e-6	0
104483	2.613058735154519e-6	0
104603	2.616059434987186e-6	0
104803	2.6210593450812254e-6	0
104923	2.624059175995872e-6	0
105123	2.6290587771713885e-6	0
105203	2.631059566756388e-6	0
105323	2.6340594553893106e-6	0
105483	2.6380590995650965e-6	0
105643	2.6420598502607433e-6	0
105803	2.646059839040499e-6	0
105923	2.649058434133993e-6	0
106003	2.6510594706562774e-6	0
106083	2.653059389650185e-6	0
106403	2.6610590087786213e-6	0
106683	2.668059119487002e-6	0
106963	2.6750592056970265e-6	0
107163	2.680059609710173e-6	0
107243	2.6820591682653795e-6	0
107523	2.689058654942752e-6	0
107643	2.69205962986986e-6	0
107803	2.696059679795873e-6	0
107923	2.699059270546595e-6	0
108123	2.7040586242743264e-6	0
108203	2.706059244688647e-6	0
108283	2.7080594661476862e-6	0
108563	2.715058788967714e-6	0
108643	2.7170594014615997e-6	0
108923	2.724059084658138e-6	0
109083	2.7280590333471104e-6	0
109203	2.7310585634077156e-6	0
109363	2.7350594116610437e-6	0
109483	2.73805836626458e-6	0
109563	2.740059838201251e-6	0
109683	2.7430593159047205e-6	0
109883	2.7480597810882876e-6	0
110003	2.751059322178626e-6	0
110203	2.7560589865079545e-6	0
110283	2.75805872618311e-6	0
110403	2.7610595026932825e-6	0
110563	2.765059210231352e-6	0
110723	2.769059153382598e-6	0
110883	2.7730588367985957e-6	0
111003	2.7760594786302892e-6	0
111083	2.778059352967898e-6	0
111163	2.7800592125582465e-6	0
111483	2.7880596954832103e-6	0
111763	2.795059094995042e-6	0
112243	2.8070592371074534e-6	0
112523	2.814059453142152e-6	0
112803	2.821059164222779e-6	0
113003	2.8260596308349913e-6	0
113083	2.8280591294643955e-6	0
113363	2.835059072605468e-6	0
113483	2.8380588598857618e-6	0
113643	2.842059630005781e-6	0
113763	2.8450593736988373e-6	0
113963	2.8500596435273287e-6	0
114043	2.8520597767867098e-6	0
114123	2.8540595618866822e-6	0
114403	2.861058744532504e-6	0
114483	2.863059753807194e-6	0
114763	2.8700586002237078e-6	0
114923	2.8740592337186973e-6	0
115043	2.877059188520598e-6	0
115203	2.881059635279795e-6	0
115323	2.8840595050244793e-6	0
115403	2.886059239089375e-6	0
115523	2.889059150483227e-6	0
115723	2.8940590124967615e-6	0
115843	2.8970591837398007e-6	0
116043	2.902058952465067e-6	0
116123	2.904059297123256e-6	0
116243	2.9070591438409815e-6	0
116403	2.911058760319629e-6	0
116563	2.9150591565500923e-6	0
116723	2.919058812145298e-6	0
116843	2.9220602250123887e-6	0
116923	2.924058695439851e-6	0
117003	2.9260598159718384e-6	0
117323	2.9340592903594206e-6	0
117603	2.941059129152057e-6	0
117883	2.948059856443839e-6	0
118083	2.9530590160982365e-6	0
118163	2.9550596231245774e-6	0
118443	2.962058993709817e-6	0
118563	2.965059626049654e-6	0
118723	2.9690596562918624e-6	0
118843	2.9720600062025957e-6	0
119043	2.97705891097388e-6	0
119123	2.979060032972659e-6	0
119203	2.9810595382822438e-6	0
119483	2.988059108634576e-6	0
119563	2.9900594496507324e-6	0
119843	2.997059421747884e-6	0
120003	3.0010594878412787e-6	0
120123	3.0040597940516963e-6	0
120283	3.008059122263222e-6	0
120403	3.0110584318356873e-6	0
120483	3.0130591668972983e-6	0
120603	3.0160590415539856e-6	0
120803	3.021059463827942e-6	0
120923	3.0240596438887885e-6	0
121123	3.029059699404426e-6	0
121203	3.0310590812572356e-6	0
121323	3.0340593926926086e-6	0
121483	3.0380597058258372e-6	0
121643	3.042058841446729e-6	0
121803	3.046059650844444e-6	0
121923	3.0490585782422307e-6	0
122003	3.051059285825273e-6	0
122083	3.0530589337577544e-6	0
122403	3.0610587018623793e-6	0
122683	3.0680588679338126e-6	0
122963	3.0750595685779834e-6	0
123163	3.0800601393506063e-6	0
123243	3.0820592794099172e-6	0
123523	3.0890590227337004e-6	0
123643	3.092059710816133e-6	0
123803	3.09605890028181e-6	0
123923	3.099059054832629e-6	0
124123	3.1040595683657064e-6	0
124203	3.1060590998094037e-6	0
124283	3.108059561255486e-6	0
124563	3.1150591550927834e-6	0
124643	3.117058803460313e-6	0
124923	3.124058642847977e-6	0
125083	3.1280591067195785e-6	0
125203	3.1310604773405747e-6	0
125363	3.13505919681228e-6	0
125483	3.1380594468580314e-6	0
125563	3.1400597072277314e-6	0
125683	3.143058865313582e-6	0
125883	3.14805919333141e-6	0
126003	3.1510595778235574e-6	0
126203	3.1560591368295194e-6	0
126283	3.15805948038989e-6	0
126403	3.161059788141094e-6	0
126563	3.165059811318571e-6	0
126723	3.1690587042688538e-06	0
126883	3.173059149518158e-6	0
127003	3.176059500728194e-6	0
127083	3.178058550391102e-6	0
127163	3.180059405256134e-6	0
127483	3.1880596604688186e-6	0
127763	3.1950589432053356e-6	0
128243	3.207059476236785e-6	0
128523	3.214059672049263e-6	0
128803	3.221059095389863e-6	0
129003	3.226059910577888e-6	0
129083	3.22805911596625e-6	0
129363	3.2350586693156803e-6	0
129483	3.238059241288177e-6	0
129643	3.242059335264502e-6	0
129763	3.2450602113892225e-6	0
129963	3.250059234295299e-6	0
130043	3.2520598053512607e-6	0
130123	3.2540595650816083e-6	0
130403	3.2610599938389226e-6	0
130483	3.2630590098954536e-6	0
130763	3.270059427126656e-6	0
130923	3.274060010505776e-6	0
131043	3.277059254221037e-6	0
131203	3.281060113816496e-6	0
131323	3.2840596168894956e-6	0
131403	3.2860596391735143e-6	0
131523	3.289059187368845e-6	0
131723	3.2940594486343318e-6	0
131843	3.2970595654157415e-6	0
132043	3.302059267488415e-6	0
132123	3.3040591708720875e-6	0
132243	3.307058936190079e-6	0
132403	3.311059390866208e-6	0
132563	3.315059115142344e-6	0
132723	3.3190592958955255e-6	0
132843	3.3220596171350872e-6	0
132923	3.324059388120496e-6	0
133003	3.326059456021923e-6	0
133323	3.3340600022138664e-6	0
133603	3.341059686600505e-6	0
133883	3.3480598103420665e-6	0
134083	3.3530589013019363e-6	0
134163	3.355058548236496e-6	0
134443	3.3620598039387263e-6	0
134563	3.365059780037877e-6	0
134723	3.369059516046908e-6	0
134843	3.372059627610691e-6	0
135043	3.3770591894270964e-6	0
135123	3.3790595872666756e-6	0
135203	3.381059243771484e-6	0
135483	3.3880591850868063e-6	0
135563	3.3900593574255928e-6	0
135843	3.3970598982417454e-6	0
136003	3.401059251834858e-6	0
136123	3.4040596014493074e-6	0
136283	3.40805954426351e-6	0
136403	3.411059235226301e-6	0
136483	3.4130589064876815e-6	0
136603	3.4160593687909066e-6	0
136803	3.4210598942625105e-6	0
136923	3.42405954406727e-6	0
137123	3.429058940149699e-6	0
137203	3.4310595921748026e-6	0
137323	3.4340593063759275e-6	0
137483	3.4380589462302207e-6	0
137643	3.442059094099635e-6	0
